,didomiVendorsConsent,page.section,page.subSection,page.name,page.language,page.category,page.subCategory,page.subSubCategory,page.template,page.position,user.status,response.statusCode,response.loadBalancer,ad.id,ad.operation,ad.typology,ad.address.municipalityId,ad.address.provinceId,ad.address.locationId,ad.address.locationLevel,ad.builtType,ad.energyCertification.type,ad.energyCertification.suffix,ad.price,ad.characteristics.roomNumber,ad.characteristics.bathNumber,ad.characteristics.hasLift,ad.characteristics.hasParking,ad.characteristics.hasGarden,ad.characteristics.hasSwimmingPool,ad.characteristics.hasTerrace,ad.characteristics.constructedArea,ad.condition.isNewDevelopment,ad.condition.isNeedsRenovating,ad.condition.isGoodCondition,ad.media.photoNumber,ad.media.videoNumber,ad.media.hasFloorPlan,ad.media.has3Dtour,ad.media.hasHomeStaging,ad.owner.type,ad.owner.commercialId,ad.owner.commercialName,ad.owner.contactPreference,ad.owner.chatIsActive,ad.origin,ad.isRecommended,ad.isSuitableForRecommended,ad.numberRecommended,ad.originTypeRecommended,ad.typeRecommended,ad.isAuction,ad.recommendationId,ad.vtRecommendationAdId,ad.vtRecommendationId,ad.isFavourite,search.operation,search.typology,search.geo.type,search.geo.locationId,search.geo.locationLevel,search.orderBy,correlation.id,correlation.session,event.id,event.type,event.name,event.action,event.role,event.user_role,event.channel,event.origin,event.outcome,event.hash,event.markup.xtPage,event.markup.name,event.markup.category,event.markup.subCategory,event.markup.subSubCategory,event.productType,event.agencyNames,event.transactionId,post.id,post.time,latitude,longitude,distrito,barrio,planta,garaje,garaje_coste,int_ext,elevator,price_per_sqm
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100362187,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-005,8,3,g,,349990.0,4.0,2.0,1,1,,,1,137.0,0,0,1,65,0,1,1,0,2,,pelulosan,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-005,8,relevance-desc,e44d700c-d684-4656-8b13-21b57ec07445,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,a9013d5a-345d-4129-9e75-969a019b3275,1676319081268,40.3863727,-3.7101028,Usera,Moscardó,1,Garaje incluido,0.0,exterior,yes,2554.6715328467153
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100362191,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,g,,242000.0,1.0,1.0,0,,,,1,49.0,0,1,0,33,1,1,0,0,2,,la-casa-agency---fuenlabrada,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,5d9a20ff-69a4-4911-94d8-65576fc47272,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,7e986c5e-53e3-47b8-8f23-a22d4d815622,1676301107706,40.3968262,-3.6950173,Arganzuela,Delicias,5,None,0.0,exterior,no,4938.775510204082
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100362319,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-002,8,2,d,,405000.0,3.0,2.0,1,,,,1,103.0,0,1,0,12,0,0,0,0,2,,torre-n-inmobiliaria,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-002,8,relevance-desc,8fb81fb6-42dc-4084-9a98-d644377eb615,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,8b36b76c-164a-41b4-af7b-b140d7fbf5fc,1676399221494,40.3963182,-3.6728173,Retiro,Adelfas,7,None,0.0,exterior,yes,3932.0388349514565
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100362989,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,3,inProcess,,112000.0,1.0,1.0,0,,,,,54.0,0,0,1,4,0,0,0,0,2,,ahab-lomma-group,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,c8d44aa0-3d5a-4834-a733-d00fe02f98b0,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,e423a32a-040a-4810-b3b7-7eb25b3da788,1676320368461,40.3868268,-3.7046908,Usera,Almendrales,1,None,0.0,interior,no,2074.074074074074
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100362991,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-003,8,3,e,,480000.0,3.0,2.0,1,0,0,0,1,120.0,0,0,1,18,1,0,0,0,2,,metrocuadradoelmedano,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-003,8,relevance-desc,1400a778-857a-4da9-b4fa-2c3bdf0280e4,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,739a3ad5-c157-459c-a7d2-0d1f3887c1dc,1676316982330,40.3955474,-3.701756,Arganzuela,Chopera,3,None,0.0,exterior,yes,4000.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100363137,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-002,8,3,d,,900000.0,2.0,2.0,1,1,,,,193.0,0,0,1,34,1,1,0,0,2,,alfa-acacias,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-002,8,relevance-desc,2e1bede6-377c-4b6d-a57f-6f0a5cb0abe7,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,27170abf-978a-4221-9466-c4ef6a5cf2b4,1676304334859,40.4044035,-3.7086977,Arganzuela,Acacias,2,Garaje incluido,0.0,exterior,yes,4663.21243523316
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100363421,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-004,8,2,inProcess,,820000.0,4.0,3.0,1,1,,,,188.0,0,1,0,11,0,0,0,0,2,,fortuny-madrid-real-estate,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-004,8,relevance-desc,28487123-4c75-4650-9046-f1e074ce1375,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,a77fc95c-a1d3-4b53-9bba-1ab7fbff9ec6,1676481544054,40.4226632,-3.6745944,Retiro,Ibiza,2,optional,40000.0,interior,yes,4361.702127659574
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100363986,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,2,g,,198000.0,1.0,1.0,0,,,,,42.0,0,1,0,26,1,0,0,0,2,,p00012820,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,d196b0c3-94e4-4214-8b32-2354a392933d,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,450bf28f-a30e-4660-86d3-315615ab2627,1676304286615,40.4021281,-3.6938162,Arganzuela,Delicias,3,None,0.0,interior,no,4714.285714285715
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100364165,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,inProcess,,150000.0,2.0,1.0,0,,,,,43.0,0,0,1,10,0,0,0,0,2,,tecnocasa-ferrocarril-delicias,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,d3cb0133-f18e-4e2c-b238-1257261f330e,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,8f437c09-49d6-480a-8a3a-8b50c7f0e6c4,1676317049196,40.3991816,-3.6941665,Arganzuela,Delicias,4,None,0.0,interior,no,3488.3720930232557
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100366438,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,inProcess,,450000.0,3.0,3.0,1,,,,,140.0,0,0,1,3,0,0,0,0,2,,marioadriangimenez,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,7889cac2-eb92-47e9-9bd1-dde543b5a8e2,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,b6feb965-c927-4d91-888d-bd60a460f7a0,1676398619511,40.404899,-3.6729919,Retiro,Pacífico,1,None,0.0,exterior,yes,3214.285714285714
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100366657,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-003,8,3,unknown,,399000.0,2.0,2.0,1,0,0,0,0,71.0,0,0,1,22,0,1,1,0,2,,casavo,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-003,8,relevance-desc,e6a50fd3-8f1b-4a03-a899-ccd1f39881cf,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,2b1536b1-4ce1-410d-a1b3-23e5eb324226,1676304074585,40.3983526,-3.7004227,Arganzuela,Chopera,7,None,0.0,exterior,yes,5619.718309859155
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100367510,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,2,e,,335000.0,4.0,1.0,0,,,,,108.0,0,1,0,9,0,0,0,0,2,,roan-,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,541ec12e-0424-450e-bc16-aaa1a47713b4,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,34534c74-a20a-4f59-9b88-65dfc0f481eb,1676318515633,40.4027624,-3.6881985,Arganzuela,Palos de Moguer,3,None,0.0,exterior,no,3101.8518518518517
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100367635,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-004,8,2,e,,1150000.0,4.0,3.0,1,,,,1,158.0,0,1,0,38,1,1,0,0,2,,unicainmobiliaria,1,0,11,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-004,8,relevance-desc,2320904b-db23-4847-9d3e-d9ab97b5976e,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,cef3f8a0-f818-4ed3-8b8c-e39add764fec,1676480741463,40.416916,-3.677473,Retiro,Ibiza,3,None,0.0,exterior,yes,7278.481012658228
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100367752,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,inProcess,,360000.0,1.0,1.0,1,1,,1,,100.0,0,0,1,27,0,1,0,0,2,,jorsa,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,892fcebd-43db-4481-8177-0fe78de9cf0b,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,64a45525-eeb2-427a-a221-7780e9135ab7,1676304237863,40.4049041,-3.6976282,Arganzuela,Palos de Moguer,3,Garaje incluido,0.0,interior,yes,3600.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100367870,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,2,d,,490000.0,4.0,2.0,1,,,,,130.0,0,1,0,1,0,0,0,0,2,,db-servicios-inmobiliarios,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,e8a48402-3b20-4b62-af14-1670e1a84e7c,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,cfb6e0da-c04a-4f86-957c-af1899f59dfd,1676318318664,40.4013541,-3.6948772,Arganzuela,Palos de Moguer,3,None,0.0,exterior,yes,3769.230769230769
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368142,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-006,8,2,e,,440000.0,3.0,2.0,1,,,,,108.0,0,1,0,35,0,0,0,0,2,,tecnocasa-retiro-y-moratalaz,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-006,8,relevance-desc,be8a6fe7-554f-4685-b49d-0976828a477c,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,5220b4a8-fde1-49d7-8ecf-213c195bf483,1676482533560,40.4056848,-3.6714314,Retiro,Niño Jesús,5,None,0.0,exterior,yes,4074.074074074074
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368225,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-003,8,3,e,,200000.0,3.0,1.0,0,0,1,0,1,68.0,0,0,1,32,1,1,1,0,2,,best-house-madrid-arganzuela,1,1,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-003,8,relevance-desc,3883c597-28e4-4a16-99aa-5addece45091,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,4bd6fdfa-e6d9-4a62-bbc7-ab8d46313ea3,1676321468012,40.3732842,-3.6883915,Usera,San Fermín,0,None,0.0,both,unknown,2941.176470588235
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368339,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,inProcess,,445000.0,3.0,1.0,1,1,,,1,92.0,0,0,1,21,0,1,0,0,2,,alfa-doctor-esquerdo,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,e2be761f-6027-41e4-9c1b-a5f3ba0ae12b,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,b1c67991-0f4e-47df-a46f-abb262966434,1676397796014,40.4064779,-3.6768147,Retiro,Pacífico,7,optional,25000.0,exterior,yes,4836.95652173913
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368403,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,3,a,,3400000.0,2.0,3.0,1,1,1,1,,219.0,0,0,1,29,1,1,0,0,2,,thesibarist,1,0,11,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,8cb5c35f-4795-48a6-bdbd-e27ab9950e56,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,309c1a58-3870-492c-bf5c-48e7139e1aed,1676399761619,40.4168256,-3.6895985,Retiro,Jerónimos,0,None,0.0,both,unknown,15525.114155251142
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368595,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,3,a,,19500000.0,6.0,10.0,1,1,,,1,1008.0,0,0,1,51,1,0,0,0,2,,gvrealestate,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,81499512-d7dc-4021-9c87-b3e1b19c39a0,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,9a7d9aab-60e1-484b-8f37-302a7fe27905,1676400039418,40.4106208,-3.69024,Retiro,Jerónimos,3,Garaje incluido,0.0,exterior,yes,19345.238095238095
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368617,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,unknown,,599000.0,3.0,2.0,1,0,0,0,1,127.0,0,0,1,30,0,1,1,0,2,,casavo,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,11d72965-fd0a-4dbc-8eed-3fd59a1e6dd3,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,ee5ff0b2-0536-43fa-9740-a58ae1056346,1676304068007,40.3938829,-3.6941509,Arganzuela,Delicias,5,None,0.0,exterior,yes,4716.535433070866
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100368730,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-003,8,2,inProcess,,136000.0,3.0,1.0,0,,,,1,90.0,0,1,0,33,0,0,0,0,2,,p00019212,1,0,4,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-003,8,relevance-desc,3601fa13-ca03-47bc-9441-9a5713398214,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,48991b97-ecff-4234-9be8-68cfa55827af,1676321270976,40.3705666,-3.6917828,Usera,San Fermín,3,None,0.0,exterior,no,1511.111111111111
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100369177,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-003,8,3,inProcess,,695000.0,5.0,3.0,1,1,0,0,0,172.0,0,0,1,28,0,1,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-003,8,relevance-desc,b5a508ec-e6d5-42f0-84f4-43ada2f13015,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,29e129e4-a9d2-4b95-aed4-fdcaeddf9b03,1676483858423,40.4097448,-3.6666991,Retiro,Estrella,2,Garaje incluido,0.0,exterior,yes,4040.6976744186045
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100369390,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,3,inProcess,,19500000.0,6.0,9.0,1,1,,,1,1008.0,0,0,1,16,0,0,0,0,2,,madrid-sothebys-international-realty,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,59df99d8-6bbd-4d04-ab0c-c0a6c0404d0c,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,69e295df-6336-47dc-8ec2-079a77f1cb01,1676400378507,40.4104087,-3.6878653,Retiro,Jerónimos,3,Garaje incluido,0.0,exterior,yes,19345.238095238095
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100371303,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,2,inProcess,,190000.0,3.0,1.0,0,,,,1,79.0,0,1,0,22,3,0,0,0,2,,inmopolita,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,91a9d6f1-2265-4633-b494-940b7771e50c,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,5b75f6d9-1f21-496e-9865-9ba8c4fbf152,1676320266344,40.3845311,-3.7053976,Usera,Almendrales,1,None,0.0,exterior,no,2405.0632911392404
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100371810,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,e,,450000.0,4.0,2.0,1,1,,,1,113.0,0,0,1,19,1,0,0,0,2,,inmobiliaria-internacional-cpm,1,0,11,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,0bb87847-16bd-4468-a4f5-6f0af35745ef,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,15f4e8ad-8235-45d5-ba2d-65468d30c815,1676397539872,40.4043657,-3.6753176,Retiro,Pacífico,6,optional,25000.0,exterior,yes,3982.3008849557523
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100371929,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,2,f,,4350000.0,4.0,4.0,1,0,0,0,0,370.0,0,1,0,19,1,0,0,0,2,,diza-inmobiliaria-barrio-salamanca,1,0,12,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,2807d2a6-629d-40ce-bd1c-dba23645e5ba,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,7aa0fb17-bb2a-4877-a7a4-064b577546f3,1676399793182,40.4190185,-3.6884653,Retiro,Jerónimos,0,None,0.0,exterior,unknown,11756.756756756757
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100372425,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-001,8,3,inProcess,,318000.0,3.0,2.0,0,,,,,110.0,0,0,1,26,0,0,0,0,2,,everystreet,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-001,8,relevance-desc,1e56f653-b390-4d68-9266-9b1112a5086a,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,06b6cb83-61a1-4cb9-bc76-7a76961668c3,1676323798117,40.3708446,-3.7129031,Usera,Orcasitas,0,None,0.0,exterior,unknown,2890.909090909091
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100373555,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-002,8,3,inProcess,,300000.0,4.0,2.0,1,1,0,0,0,105.0,0,0,1,12,0,0,0,0,1,,,1,1,2,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-002,8,relevance-desc,a19a0924-19db-46fa-b3ba-c3564de3afdc,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,5a61af47-33f4-43c3-899e-dc43e74bd9d5,1676321217598,40.3720768,-3.7024222,Usera,12 de Octubre-Orcasur,5,Garaje incluido,0.0,exterior,yes,2857.1428571428573
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100373649,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,inProcess,,185000.0,0.0,2.0,1,,,,0,58.0,0,0,1,17,0,0,0,0,2,,tecnocasa-retiro-y-moratalaz,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,c31a6b26-3bd9-4ddc-b20b-ba334215be4f,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,dd6ab9dd-2949-4ba1-8c72-83b40d582f17,1676397778000,40.4043062,-3.6733198,Retiro,Pacífico,0,None,0.0,interior,unknown,3189.655172413793
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100373832,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-002,8,3,inProcess,,380000.0,3.0,2.0,1,1,,,,70.0,0,0,1,32,0,1,1,0,2,,bafre-inmobiliaria,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-002,8,relevance-desc,b0d27ebc-c5bb-45ff-8b03-60d3b640ca7d,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,25a3da11-3606-40be-88d9-aeb0c73c1e72,1676398877588,40.401463,-3.6707986,Retiro,Adelfas,1,optional,20000.0,exterior,yes,5428.571428571428
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100374005,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-005,8,3,inProcess,,190000.0,2.0,1.0,0,1,,,1,85.0,0,0,1,25,0,0,0,0,2,,gilmer-soluciones-inmobiliarias,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-005,8,relevance-desc,6a6d7e8b-eda0-46e8-8ee5-aded391aa1ab,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,6cc3eab2-2ba6-4793-bf5f-bd75f2fbe482,1676319570406,40.3860105,-3.711839,Usera,Moscardó,2,Garaje incluido,0.0,exterior,no,2235.294117647059
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100374197,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,3,inProcess,,285000.0,3.0,1.0,1,1,,,,111.0,0,0,1,40,0,0,0,0,2,,gilmer-soluciones-inmobiliarias,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,20e1bea5-823b-4a85-92c2-0b4f33ce1dcb,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,b23cabee-f267-4929-9ede-75a47986e04d,1676320294734,40.3883607,-3.7015347,Usera,Almendrales,1,optional,20000.0,exterior,yes,2567.5675675675675
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100375792,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-002,8,3,d,,430000.0,3.0,2.0,1,,,,1,96.0,0,0,1,23,0,0,0,0,2,,proyecto-v-asesores-inmobiliarios,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-002,8,relevance-desc,2ef5899a-d451-42c8-a07a-6f3ac3524933,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,4e011787-8bc1-4f3f-a262-76cf50b9df29,1676399145585,40.3989438,-3.6756239,Retiro,Adelfas,4,None,0.0,exterior,yes,4479.166666666667
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100376263,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-003,8,3,inProcess,,109000.0,3.0,1.0,0,,,,1,64.0,0,0,1,17,0,0,0,0,2,,tecnocasasanfermin,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-003,8,relevance-desc,ea2a6f0f-80d5-4eba-ac69-08cdc669deac,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,f95dfd7b-2af0-41b8-9c81-86107fcc6e7a,1676321625153,40.3747567,-3.688279,Usera,San Fermín,4,None,0.0,exterior,no,1703.125
0,,portal,detail,home,es,detail,,,detail,,2,200,web,100377523,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-006,8,3,inProcess,,157520.0,1.0,1.0,1,,,,,55.0,0,0,1,29,0,0,0,0,2,,habitamad,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-006,8,relevance-desc,678dea97-7173-4a74-972d-2c7a785c56a9,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,67989d97-34a8-4608-88e4-cfe69c618b2d,1676323128039,40.383889,-3.713914,Usera,Zofío,1,None,0.0,exterior,yes,2864.0
