,didomiVendorsConsent,page.section,page.subSection,page.name,page.language,page.category,page.subCategory,page.subSubCategory,page.template,page.position,user.status,response.statusCode,response.loadBalancer,ad.id,ad.operation,ad.typology,ad.address.municipalityId,ad.address.provinceId,ad.address.locationId,ad.address.locationLevel,ad.builtType,ad.energyCertification.type,ad.energyCertification.suffix,ad.price,ad.characteristics.roomNumber,ad.characteristics.bathNumber,ad.characteristics.hasLift,ad.characteristics.hasParking,ad.characteristics.hasGarden,ad.characteristics.hasSwimmingPool,ad.characteristics.hasTerrace,ad.characteristics.constructedArea,ad.condition.isNewDevelopment,ad.condition.isNeedsRenovating,ad.condition.isGoodCondition,ad.media.photoNumber,ad.media.videoNumber,ad.media.hasFloorPlan,ad.media.has3Dtour,ad.media.hasHomeStaging,ad.owner.type,ad.owner.commercialId,ad.owner.commercialName,ad.owner.contactPreference,ad.owner.chatIsActive,ad.origin,ad.isRecommended,ad.isSuitableForRecommended,ad.numberRecommended,ad.originTypeRecommended,ad.typeRecommended,ad.isAuction,ad.recommendationId,ad.vtRecommendationAdId,ad.vtRecommendationId,ad.isFavourite,search.operation,search.typology,search.geo.type,search.geo.locationId,search.geo.locationLevel,search.orderBy,correlation.id,correlation.session,event.id,event.type,event.name,event.action,event.role,event.user_role,event.channel,event.origin,event.outcome,event.hash,event.markup.xtPage,event.markup.name,event.markup.category,event.markup.subCategory,event.markup.subSubCategory,event.productType,event.agencyNames,event.transactionId,post.id,post.time,latitude,longitude,distrito,barrio,planta,garaje,garaje_coste,int_ext,elevator,price_per_sqm
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96164960,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,3,exempt,,1500000.0,4.0,3.0,0,0,0,0,0,284.0,0,0,1,24,0,0,0,0,2,,engel-volkers-madrid,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,92b76952-6033-47c4-8405-d863a097abab,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,3ebc6c96-462b-4527-b1e9-a1c9bf7cb59c,1676400071023,40.4194245,-3.6921365,Retiro,Jerónimos,0,None,0.0,both,unknown,5281.69014084507
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96192696,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,3,inProcess,,213000.0,3.0,1.0,0,0,0,0,0,59.0,0,0,1,33,0,0,0,0,2,,proker,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,1db37932-f398-4e27-9906-92da99f641ac,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,27e43a08-85dd-4bfc-bcff-47ef4f24859f,1676317329627,40.4027333,-3.7163689,Arganzuela,Imperial,0,None,0.0,exterior,unknown,3610.169491525424
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96221611,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-003,8,2,exempt,,391000.0,3.0,1.0,1,0,0,0,0,102.0,0,1,0,13,0,0,0,0,2,,nicehouse,1,0,12,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-003,8,relevance-desc,a4cb39a3-82a9-4842-bfa5-fbb870bb2db6,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,13d4a7b0-d779-4d1e-ad2a-788f21648756,1676318562208,40.3935596,-3.6979491,Arganzuela,Chopera,6,None,0.0,exterior,yes,3833.3333333333335
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96227601,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-003,8,3,inProcess,,319040.0,3.0,2.0,1,,1,,1,117.0,0,0,1,20,0,1,0,0,2,,garsierra,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-003,8,relevance-desc,5be86460-90fb-4864-9076-bef20695373a,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,9a65c65f-344f-4885-acdf-e9b26a2fa94b,1676321486217,40.3673893,-3.6877772,Usera,San Fermín,2,None,0.0,exterior,yes,2726.837606837607
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96229485,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-003,8,3,unknown,,319040.0,4.0,2.0,0,,,,,128.0,0,0,1,21,1,1,1,0,2,,gesaliseda,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-003,8,relevance-desc,a2178353-8cf6-4bf6-bd47-594216630382,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,de681bcd-fd9b-4e75-943d-9ce1cac5ad00,1676321536517,40.3663425,-3.6888399,Usera,San Fermín,2,None,0.0,none,unknown,2492.5
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96229622,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,3,unknown,,168530.0,3.0,1.0,0,,,,,80.0,0,0,1,20,1,1,1,0,2,,gesaliseda,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,82c663ff-a147-4a72-bbdf-9667211ed7a2,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,cb580466-7875-4b83-86dc-4ba06c027c46,1676322161025,40.3791444,-3.7076732,Usera,Pradolongo,2,None,0.0,none,unknown,2106.625
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96235044,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,3,inProcess,,650000.0,4.0,2.0,1,,,,1,279.0,0,0,1,32,0,1,0,0,2,,merca-service-madrid,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,b4fea4b9-289d-414c-aa13-8828a9f06018,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,ebbc6d8c-37ea-4c5a-b505-e749915f9ff4,1676305388531,40.4141863,-3.7157589,Arganzuela,Imperial,0,None,0.0,exterior,unknown,2329.7491039426523
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96238011,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,3,inProcess,,168530.0,2.0,1.0,0,,,,1,76.0,0,0,1,1,0,0,0,0,2,,garsierra,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,7ee55e97-5ec1-458a-a458-aa7fe12ac390,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,73f52434-bf60-414f-afd7-2593c0129bc4,1676322377034,40.3802272,-3.7086261,Usera,Pradolongo,2,None,0.0,exterior,no,2217.5
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96266093,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,3,f,,160000.0,3.0,1.0,0,,,,,60.0,0,0,1,12,0,0,0,0,2,,hismad,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,4b4ff0d4-5d26-49e7-bfc2-10fd48ac6b47,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,3dde9bc7-c60e-408a-a823-31ea6a8280e6,1676320600654,40.3861496,-3.7039414,Usera,Almendrales,2,None,0.0,exterior,no,2666.6666666666665
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96316681,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-004,8,3,g,spainDefault,500000.0,2.0,1.0,1,0,0,0,0,87.0,0,0,1,19,0,1,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-004,8,relevance-desc,9455f379-4627-4b4f-a2ae-d660ee19b563,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,7a1bf9b0-3846-4d6a-85c0-0f0bacbec801,1676481077468,40.4209886,-3.6772552,Retiro,Ibiza,4,None,0.0,interior,yes,5747.126436781609
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96341266,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-003,8,3,exempt,,170000.0,2.0,2.0,1,,,,,94.0,0,0,1,6,0,0,0,0,2,,nolon,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-003,8,relevance-desc,5ea39370-b8ad-47fa-922c-1df8c7299d10,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,a45839f0-5766-4641-9d16-5914a140c097,1676321700398,0.0,0.0,NaN,NaN,0,None,0.0,none,unknown,1808.5106382978724
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96369949,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,3,b,spainDefault,720000.0,2.0,2.0,1,1,1,1,0,109.0,0,0,1,38,0,0,0,0,1,,,2,1,110,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,a679db77-4034-4cb0-9638-a95c2f09a667,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,f817711b-49f6-4e2b-bf3d-2515461d8672,1676320146961,40.3844086,-3.6955275,Usera,Almendrales,8,Garaje incluido,0.0,exterior,yes,6605.504587155963
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96371299,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-004,8,3,inProcess,,850000.0,5.0,2.0,1,,,,,180.0,0,0,1,37,1,1,1,0,2,,promocion-y-gestion-inmobiliaria,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-004,8,relevance-desc,7b020892-bac1-4316-8133-dce6bd4c2771,948b4ba8-7720-4b1b-b113-eb4da5fc83f6,,,,,,,,,,,,,,,,,[],,bdd73aa6-89f9-44d9-a47a-9996f2fa46f3,1676481206380,40.4206983,-3.6779129,Retiro,Ibiza,1,None,0.0,exterior,yes,4722.222222222223
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96376838,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,2,inProcess,,175500.0,3.0,1.0,1,,,,,81.0,0,1,0,22,0,0,0,0,2,,ehabitar,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,43201c52-4582-4b47-a99e-2fea97552b42,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,5fe46189-f4cc-4564-8a6a-50a8372028a3,1676320287494,40.3838337,-3.6987551,Usera,Almendrales,3,None,0.0,exterior,yes,2166.6666666666665
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96406714,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-003,8,2,inProcess,,162500.0,3.0,1.0,1,,,,,53.0,0,1,0,17,0,0,0,0,2,,basicohomess,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-003,8,relevance-desc,03911658-38f6-49db-9436-0a8b2fe417c3,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,6067a677-240e-4ec9-9bec-2ea26fc89f90,1676302653280,40.3943408,-3.7017911,Arganzuela,Chopera,0,None,0.0,exterior,unknown,3066.0377358490564
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96448068,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,3,e,,219900.0,4.0,1.0,0,,,,1,119.0,0,0,1,30,0,0,0,0,2,,innodomo-madrid,1,1,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,a0862326-74ea-42c5-bff2-761e40267a70,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,b4f46db5-c9cd-47ae-a021-d90f8c4c2cd3,1676322220545,40.3829957,-3.7051978,Usera,Pradolongo,3,None,0.0,exterior,no,1847.8991596638655
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96454381,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-005,8,3,inProcess,,420000.0,3.0,2.0,1,1,0,0,0,120.0,0,0,1,14,0,0,0,0,1,,,1,1,110,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-005,8,relevance-desc,3de5a8ee-2962-4806-a49f-a3027eeb5b66,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,a7500d55-86fb-4a40-b4b2-6b014cd0bf58,1676319278545,40.3917597,-3.7029688,Usera,Moscardó,3,optional,50000.0,exterior,yes,3500.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96502928,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-005,8,3,inProcess,,399000.0,3.0,1.0,1,0,0,0,1,90.0,0,0,1,25,0,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-005,8,relevance-desc,2aef2a3e-d7a4-46dc-aa3e-60aa0bf963ef,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,4d9c2be2-2c93-4130-89f3-c9909c50812d,1676318297879,40.3956675,-3.6954257,Arganzuela,Delicias,2,None,0.0,interior,yes,4433.333333333333
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96516416,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,d,,330000.0,0.0,1.0,1,,1,1,,94.0,0,0,1,28,0,1,0,0,2,,casasymas,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,9f226548-d7ec-47e3-bf60-ccfac9172370,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,31618151-0351-4628-9769-b0f0d6c8c62e,1676304888138,40.4048041,-3.6959282,Arganzuela,Palos de Moguer,2,None,0.0,interior,yes,3510.6382978723404
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96530130,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-004,8,3,unknown,,625000.0,2.0,1.0,1,1,1,1,,154.0,0,0,1,18,0,1,0,0,2,,idealista-propertiescapital,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-004,8,relevance-desc,d9c08721-edd1-4beb-8837-335f318b865c,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,df84ec99-45ba-4fbc-8487-5ac67c23ee97,1676317376452,40.3870982,-3.6929461,Arganzuela,Legazpi,3,Garaje incluido,0.0,exterior,yes,4058.4415584415583
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96550211,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-006,8,3,e,spainDefault,183100.0,2.0,1.0,0,0,0,0,0,66.0,0,0,1,11,0,0,0,0,2,,haya-real-estate,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-006,8,relevance-desc,dbec9e35-5464-4b6a-8245-1eaef62a0ee6,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,6cc67dcd-4eb5-4bb2-a8e2-4d48979bd572,1676318371089,40.3994825,-3.6936387,Arganzuela,Palos de Moguer,0,None,0.0,none,unknown,2774.242424242424
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96550468,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-004,8,3,e,spainDefault,175500.0,3.0,1.0,1,0,0,0,0,81.0,0,0,1,11,0,0,0,0,2,,haya-real-estate,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-004,8,relevance-desc,cadfe930-43a5-4267-8caa-11e2010006b5,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,30f0fc9f-8ac9-423b-8b08-cad40c53e1fe,1676320562740,40.3845337,-3.6970551,Usera,Almendrales,3,None,0.0,none,yes,2166.6666666666665
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96552192,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-006,8,3,e,spainDefault,162700.0,4.0,2.0,0,0,0,0,0,94.0,0,0,1,19,0,0,0,0,2,,haya-real-estate,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-006,8,relevance-desc,473d7075-d669-4b0b-b745-fd091702dcd9,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,d0975f63-5fc9-4626-b4f1-f3c5ff69d1d1,1676323356572,40.381293,-3.7108873,Usera,Zofío,0,None,0.0,none,unknown,1730.8510638297873
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96553556,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-001,8,3,unknown,,224300.0,3.0,2.0,0,0,0,0,0,96.0,0,0,1,15,0,0,0,0,2,,haya-real-estate,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-001,8,relevance-desc,23765128-aecb-4ea3-82b7-3354a3ba54a6,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,f6e1a77a-aa24-471f-96bf-06e4010474b2,1676323938065,40.3638619,-3.7087662,Usera,Orcasitas,1,None,0.0,none,no,2336.4583333333335
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96608686,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,3,inProcess,,124000.0,2.0,2.0,0,,,,,54.0,0,0,1,18,1,0,0,0,2,,bafre-inmobiliaria,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,5941b266-715b-4a0c-8cdf-a5de08307ef5,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,dd5cc33e-daa7-4ed5-a96c-a547e97281ca,1676322095034,40.3811974,-3.7108471,Usera,Pradolongo,0,None,0.0,exterior,unknown,2296.296296296296
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96608695,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,3,inProcess,,129000.0,2.0,2.0,0,,,,,56.0,0,0,1,16,1,1,0,0,2,,bafre-inmobiliaria,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,8a266f5b-735b-448f-bb83-fc4c608fbb09,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,5cb06087-f726-44cc-a985-5a309af3e788,1676322039560,40.3841974,-3.7120471,Usera,Pradolongo,0,None,0.0,exterior,unknown,2303.5714285714284
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96625913,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-001,8,3,inProcess,,795000.0,3.0,2.0,1,0,0,0,0,150.0,0,0,1,22,0,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-001,8,relevance-desc,39758fa1-fa16-4c20-8e52-a57fb2c4a006,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,30e4adf2-2e2a-47ff-b607-0bc1c76784ce,1676398741691,40.4053458,-3.6804407,Retiro,Pacífico,1,None,0.0,exterior,yes,5300.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96633434,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-001,8,3,inProcess,,440000.0,3.0,2.0,1,0,0,0,0,105.0,0,0,1,15,0,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-001,8,relevance-desc,7e9224d6-c3d2-4b95-86ed-01684f98aa14,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,003ab2a1-1933-4c6e-9553-6ebfd5009768,1676303525804,40.4076958,-3.7169633,Arganzuela,Imperial,4,None,0.0,exterior,yes,4190.476190476191
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96642778,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-004,8,3,unknown,,480000.0,2.0,2.0,1,1,1,,,125.0,0,0,1,17,0,1,0,0,2,,idealista-propertiescapital,1,0,4,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-004,8,relevance-desc,48f6ef78-596a-4194-9fda-58e72b3a5d5e,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,8fb51cc9-cc59-4ee3-bfc3-1b7531de755b,1676303894592,40.3877982,-3.6958461,Arganzuela,Legazpi,1,Garaje incluido,0.0,exterior,yes,3840.0
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96647943,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-007,8,2,f,,122700.0,2.0,1.0,0,,,,,59.0,0,1,0,15,0,1,0,0,2,,tailorkey,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-007,8,relevance-desc,903440cc-bdc8-4403-8920-e796d6a95b8f,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,6b78ed3a-afda-4d31-8283-6514ce6931d8,1676322074930,40.3839553,-3.7091944,Usera,Pradolongo,0,None,0.0,exterior,unknown,2079.6610169491523
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96668131,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-001,8,3,d,spainDefault,300000.0,3.0,2.0,1,1,1,1,1,116.0,0,0,1,37,0,1,0,0,1,,,1,1,110,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-001,8,relevance-desc,ad08b140-81e0-4311-8243-5fa7a589864e,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,a5b862c4-8021-4efd-b953-4353e1b9747d,1676323642416,40.3658053,-3.7138269,Usera,Orcasitas,6,Garaje incluido,0.0,exterior,yes,2586.206896551724
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96668294,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,3,f,,1500000.0,5.0,3.0,1,0,0,0,0,284.0,0,0,1,25,1,1,1,1,2,,diza-inmobiliaria-barrio-salamanca,1,0,12,0,0,topHighlight,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,d5b066e5-1d57-4aed-ae66-f465b92aecb5,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,f940c048-f2a2-4305-964d-21aeb87b80c5,1676399635685,40.4157917,-3.6904529,Retiro,Jerónimos,0,None,0.0,exterior,unknown,5281.69014084507
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96668325,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-005,8,3,inProcess,,340000.0,3.0,1.0,1,0,0,0,0,88.0,0,0,1,9,0,0,0,0,1,,,2,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-005,8,relevance-desc,5ecd1520-0fef-42a7-b47e-128499cb5dbe,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,dab1b2a2-09aa-41c2-856c-77ae786e7cec,1676319296384,40.3891395,-3.7009991,Usera,Moscardó,2,None,0.0,interior,yes,3863.6363636363635
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96673205,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-12-005,8,3,unknown,,350000.0,3.0,1.0,1,0,0,0,0,85.0,0,0,1,7,0,0,0,0,1,,,2,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-12-005,8,relevance-desc,e6f02cb6-5092-4ab4-890e-fedfcb41c74e,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,d44f1a38-c468-4ede-ae25-e8ef1270abb7,1676319789917,40.3892532,-3.6995308,Usera,Moscardó,4,None,0.0,exterior,yes,4117.64705882353
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96675863,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-02-004,8,3,a,spainDefault,515000.0,3.0,2.0,1,1,1,1,0,115.0,0,0,1,9,0,0,0,0,1,,,1,1,1,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-02-004,8,relevance-desc,3b549567-5072-4723-baaf-ce0e05f16ffa,e11343da-65e9-4ebd-90ea-b60b5210df63,,,,,,,,,,,,,,,,,[],,0783e52a-e824-4a7b-b42c-1a7956b67007,1676303414654,40.3895501,-3.6927134,Arganzuela,Legazpi,1,Garaje incluido,0.0,exterior,yes,4478.260869565217
0,,portal,detail,home,es,detail,,,detail,,2,200,web,96684233,1,1,0-EU-ES-28-07-001-079,0-EU-ES-28,0-EU-ES-28-07-001-079-03-005,8,2,b,,1550000.0,3.0,3.0,1,,,,,194.0,0,1,0,38,1,0,0,0,2,,gvrealestate,1,0,11,0,1,,,,0,,,,0,1,1,OFFICIAL_ZONE,0-EU-ES-28-07-001-079-03-005,8,relevance-desc,7c80392d-7a13-4c0f-97bb-39c6b59c1ba0,db7f66b9-9f07-4726-a0d8-311f81d1185b,,,,,,,,,,,,,,,,,[],,4985cb44-d1d3-40cf-91c6-8a7770d5d378,1676400054608,40.4162474,-3.6895111,Retiro,Jerónimos,1,None,0.0,exterior,yes,7989.690721649485
